Canonicalized SMILES,Canonicalized Taste
CC(=CCCC(C)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet
CC1NC2CCCCCCCC(=O)OC3CCC(CCCCCCCC(=O)OC1CC2)NC3C,bitter
CC1NC(CCCCCCCC(=O)O)CCC1O,sweet
CC1=CC(=O)C2C(C)CCC3C(C)C(=O)OC3C12,bitter
CC1=CCC(C(C)C)CC1=O,bitter
CC1C(=CC(=O)OCCN(C)C)CCC2C1C(=O)CC1C(C)(C)C(O)CCC21C,bitter
Cc1cc(O)c2c(c1)C(O)(C1OC(CO)C(O)C(O)C1O)c1cccc(O)c1C2=O,bitter
CC1=C(O)C(=O)C2C3(C)C(CC4C(C)CC(O)C(O)C42C)OC(=O)CC13,bitter
CC1=CC(OC2OC(CO)C(O)C(O)C2O)C(O)C2(C)C1CC1OC(=O)CC3C(C)C(O)C4(O)OCC13C42,bitter
CC1=CC(OC2OC(CO)C(O)C(O)C2O)C(O)C2(C)C1CC1OC(=O)C(O)C3C(C)C(O)C4(O)OCC13C42,bitter
CC1=C2CC3OC(=O)CC4C(C)C(O)C5(OC6OC(CO)C(O)C(O)C6O)OCC34C5C2(C)C(O)C(O)C1,bitter
OCC1OC(OC2OC=CC3C(O)C4OC4(CO)C23)C(O)C(O)C1O,bitter
CC(N)C(=O)c1ccccc1,bitter
CC(=O)OC(C)(C)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CCc4c(cc(OC5OC(CO)C(O)C(O)C5O)c(O)c4C)C3(C)C(=O)CC12C,bitter
CC(=O)OC(C)(C)CCC(=O)C(C)(O)C1C(O)CC2(C)C3C=Cc4c(cc(OC5OC(CO)C(O)C(O)C5O)c(O)c4C)C3(C)C(=O)CC12C,sweet
C=C(C)C=CC(O)C(C)(O)C1C(O)CC2(C)C3CCc4c(cc(OC5OC(CO)C(O)C(O)C5O)c(O)c4C)C3(C)C(=O)CC12C,bitter
C=C(C)/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3C=Cc4c(cc(OC5OC(CO)C(O)C(O)C5O)c(O)c4C)C3(C)C(=O)CC12C,bitter
Cc1c(O)c(OC2OC(CO)C(O)C(O)C2O)cc2c1CCC1C2(C)C(=O)CC2(C)C(C(C)(O)C(=O)CCC(C)(C)O)C(O)CC12C,bitter
Cc1c(O)c(OC2OC(CO)C(O)C(O)C2O)cc2c1C=CC1C2(C)C(=O)CC2(C)C(C(C)(O)C(=O)CCC(C)(C)O)C(O)CC12C,bitter
Cc1c(O)c(OC2OC(CO)C(O)C(O)C2O)cc2c1CCC1C2(C)C(=O)CC2(C)C(C(C)(O)C(O)C=CC(C)(C)O)C(O)CC12C,bitter
Cc1c(O)cc2c(c1O)C(=O)C(O)C(c1cc(O)c(O)c(O)c1)O2,bitter
COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1OC(C)=O,bitter
CC1=CC(O)C(O)C2(C)C1CC1OC(=O)CC3C(C)C(O)C4(O)OCC13C42,bitter
CC1=CC(=O)C(O)C2(C)C1CC1OC(=O)CC3C(C)C(O)C4(O)OCC13C42,bitter
CC1CC(O)C(O)C2(C)C1CC1OC(=O)CC3C(C)C(O)C(=O)C2C13C,bitter
CC12CC(c3ccoc3)OC(=O)C1CCC1(C)C2C2OC(=O)C1(O)C1OC21,bitter
COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,bitter
CN1Cc2c(ccc3c2OCO3)C2C(O)Cc3cc4c(cc3C21)OCO4,bitter
O=c1ccc2cc(O)c(OC3OC(CO)C(O)C(O)C3O)cc2o1,bitter
CC(C)CNC(=O)C=CC=CCCc1ccc2c(c1)OCO2,undefined
C=C1C(=O)OC2C1CCC(C)(O)C13OC1C1OC1(C)C23,bitter
Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,bitter
CC1=C2C(=O)C=C(COC3OC(CO)C(O)C(O)C3O)C2C2OC(=O)C(C)C2C(O)C1,bitter
COc1c2c(cc3oc(CO)cc(=O)c13)OC(C(C)(C)O)C2,bitter
C=CC1CN2CCC1CC2c1[nH]c2ccccc2c1CCO,bitter
CC(=O)OC1C=C(C=O)C(O)(C=O)C2(C)CCCC(C)(C)C12,undefined
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,bitter
CCC(C)C(=O)C1=C(O)[C@@](O)(C(=O)/C=C/C(C)C)C(CC=C(C)C)C1=O,bitter
CC(C)CNC(=O)/C=C\c1ccc2c(c1)OCO2,bitter
COc1ccc(/C=C\C(=O)NCCc2ccc(OC)c(OC)c2)cc1OC,undefined
CC(=CC(=O)O)C(=O)O,bitter
NC(=O)NCCCC(N)C(=O)O,bitter
CCC(C)(OC(C)=O)C(=O)OC1C(O)CC2C(C)(C3CC4C=COC4O3)C(C)=CC(OC(C)=O)C2(COC(C)=O)C12CO2,bitter
CCC(C)(OC(C)=O)C(=O)OC1C(O)CC2C(C)(C3CC4C=COC4O3)C(C)CC(OC(C)=O)C2(COC(C)=O)C12CO2,bitter
CC(=O)OCC12C(OC(C)=O)CC(C)C(C)(C3CC4C=COC4O3)C1CCCC21CO1,bitter
CC1(C)OC2CC(=O)OC2(C)C1CC(=O)CC1=CCCC23CC12C(=O)OC3c1ccoc1,bitter
CC1(C)CC(C2(C)C=CC(=O)O2)C2(C=C3C(CCC45CC34C(=O)OC5c3ccoc3)OO2)O1,bitter
C=C1C(C2(C)C=CC(=O)OC(C)(C)C2CC(=O)OC)CCC2(C)C(c3ccoc3)OC(=O)CC12O,bitter
COC(=O)C1C(OC(=O)C2C(c3ccccc3)C(C(=O)OC3CC4CCC(C3C(=O)OC)N4C)C2c2ccccc2)CC2CCC1N2C,bitter
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,bitter
COc1cc2c(cc1O)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,bitter
CC(=O)OC1C(OC(=O)/C=C/c2ccccc2)C2C(CCC3CC(OC4OC(CO)C(OC5OC(CO)C(OC6OC(CO)C(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)CCC32C)C2(O)CCC(C(C)=O)C12C,bitter
CCCC1CCCCN1,undefined
c1c2c(cc3c1OCO3)-c1cc3ccc4c(c3c[n+]1CC2)OCO4,bitter
O=C(OC1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC(C2O)C1O)c1cc(O)c(O)c(O)c1,undefined
COc1cc2c(cc1OC)C(=O)NCC2,bitter
CC1C(=CC(=O)OCCN(C)C)CCC2C1C(=O)CC1C(C)(C)C(OC(=O)CC(C)(C)O)CCC21C,bitter
O=C(C=Cc1ccc(O)cc1)OC(C(=O)O)C(O)C(=O)O,bitter
CC(C=CC=C(C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)=CC=CC=C(C)C=CC=C(C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,bitter
COc1cc2c(cc1OC)C(=O)Cc1ccc3c(c1CN(C)CC2)OCO3,bitter
OC1OCC(Cc2ccc3c(c2)OCO3)C1Cc1ccc2c(c1)OCO2,bitter
CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(CO)C(=O)CC12C,bitter
CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(OS(=O)(=O)O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter
CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CCC(O)C4(C)C)C3(CO)C(=O)CC12C,bitter
CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter
CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(O)C4(C)C)C3(C)C(=O)CC12C,bitter
CC1(C)C(=O)C(O)CC2C1=CCC1C2(C)C(=O)CC2(C)C(C(C)(O)C(=O)CC(O)C(C)(C)O)C(O)CC12C,bitter
CC1(C)C(=O)C(OC2OC(CO)C(O)C(O)C2O)CC2C1=CCC1C2(C)C(=O)CC2(C)C(C(C)(O)C(=O)CC(O)C(C)(C)O)C(O)CC12C,bitter
CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter
CC1(C)C(=O)C(O)=CC2C1=CCC1C2(C)C(=O)CC2(C)C(C(C)(O)C(=O)CC(O)C(C)(C)O)C(O)CC12C,bitter
CC(C)(O)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter
CC(C)(O)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter
COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3[N+](C)(C)CC2)CC[N+]1(C)C,bitter
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,bitter
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,bitter
CC1CC2C(C)(C)C(OC3OC(CO)C(O)C3O)CCC2(C)C2CC(OC3OC(C)C(O)C(O)C3O)C3C(C4(C)CCC(C(C)(C)O)O4)CCC3(C)C12,sweet
O=c1cccc2n1CC1CNCC2C1,bitter
O=c1ccc2ccc(O)c(OC3OC(CO)C(O)C(O)C3O)c2o1,undefined
O=c1ccc2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2o1,bitter
CC1(C(O)CO)C=C2CCC3C(C)(C)C(OC4OC(CO)C(O)C(O)C4O)CCC3(C)C2CC1,bitter
O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C3OC(=O)c5c(c(O)c(O)c(O)c5-4)C3=O)C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O,undefined
C=C1C(=O)OC2C1CCC(=C)C1CCC(=C)C12,bitter
O=C(C=CC=CCCC=Cc1ccc2c(c1)OCO2)N1CCCCC1,undefined
CC(=O)CC/C=C/c1ccc(OC2OC(CO)C(O)C(O)C2O)c(O)c1,undefined
CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC(O)(C5C6O)C(O)(C(OC)C23)C14,bitter
OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C(O)C(O)C1O,undefined
Oc1cc(O)c2cc(OC3OCC(O)C(O)C3O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,undefined
CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,bitter
C=C1C(=O)OC2CC3(C)CCCC(=C)C3(OO)CC12,bitter
O=C(C=Cc1ccc(O)c(O)c1)NC(Cc1ccc(O)cc1)C(=O)O,undefined
O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C3Cc5c(O)c(O)c(O)c-4c5C(=O)O3)C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O,undefined
COC(=O)CC1C2(C)C3=C(C)C(C4=CC(=O)OC4O)CC3OC2C(O)C2C(C)(C(=O)OC)C=CC(=O)C21C,bitter
CC1=CC(=O)C2=C(C)CC(O)C3C(C)C(=O)OC3C12,bitter
COC(=O)CC1C2(C)C3=C(C)C(C4=CC(O)OC4=O)CC3OC2C(O)C2C(C)(C(=O)OC)C=CC(=O)C21C,bitter
O=C(C=Cc1ccc(O)c(O)c1)OC1C(O)CC(OC(=O)C=Cc2ccc(O)c(O)c2)(C(=O)O)CC1O,bitter
COC1C(O)C(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(O)CC43O)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,bitter
CC1CCC2(OC1)OC1C(O)C3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C,bitter
COC1=C(O)C=CC(C=CC(=O)NCCc2ccc(O)c(OC)c2)C1,undefined
C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)OC(OC(=O)C(C)CCCC(C)=CCO)CC21,bitter
COC(=O)C1CC(O)CC2C1C1CC3(OC(c4ccoc4)CC23C)C(=O)O1,bitter
CC12CC(c3ccoc3)OC13CC(OC3=O)C1C3CC(CC12)OC3=O,bitter
CC12CC(c3ccoc3)OC(=O)C1CC(OC1OC(CO)C(O)C(O)C1O)=C1C3CC(CC12)OC3=O,bitter
COC(=O)C1CC(O)CC2C1=C(OC1OC(CO)C(O)C(O)C1O)CC1C(=O)OC(c3ccoc3)CC12C,bitter
CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,bitter
CC1=CC(=O)OC2(C1)CC1CCC2CN1C,bitter
O=C(/C=C/c1ccc2c(c1)OCO2)NCCc1ccc2c(c1)OCO2,sweet
COC1CC(OC2CCC3(C)C(CCC4C3C(O)CC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1O,bitter
C=C(C=O)C1CCC(C)C1C=O,bitter
CC(C)C1(NC(=O)C2C=C3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)CN2C1=O,bitter
CC=C1C[N+]2(C)CCC34c5ccccc5NC32C(O)CC1C4(CO)C(=O)OC,bitter
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,bitter
CC(=O)CC1(O)C(=O)C=C2C(=O)OC3C(OC(=O)c4cc(O)c(O)c(O)c4)OC4COC(=O)c5cc(O)c(O)c(O)c5-c5c(cc(O)c(O)c5O)C(=O)OC3C4OC(=O)c3cc(O)c(O)c4c3C2C1(O)O4,bitter
CC1OC(OC2C(=O)c3c(O)cc(O)cc3OC2c2ccc(O)cc2)C(O)C(O)C1O,bitter
O=C(OC1Cc2c(O)cc(O)c(C3c4c(O)cc(O)cc4OC(c4ccc(O)c(O)c4)C3O)c2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,bitter
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2.Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,undefined
O=C(OC1Cc2c(O)cc(O)c(C3c4c(O)cc(O)cc4OC(c4cc(O)c(O)c(O)c4)C3O)c2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,bitter
CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,bitter
O=Cc1cccc2c1CCOC2=O,bitter
CC1(C)CCC2(CO)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,bitter
O=c1ccc2cc(O)c(O)cc2o1,bitter
CCCCC=CCCCCCCCc1cc(=O)c2ccccc2n1C,bitter
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,bitter
CC1(C)OC2CC(=O)OCC23C1=C(O)C(=O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321,bitter
COC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(=CCC6C5CCC5(C)C6CC(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)C5C(C)=O)C4)C(O)C3OC)CC2OC)OC(C)C1OC(=O)C=C(C)C,sweet
COC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(=CCC6C5CCC5(C)C6CC(OC6OC(COC7OC(CO)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)C5C(C)=O)C4)C(O)C3OC)CC2OC)OC(C)C1OC(=O)C=C(C)C,sweet
COC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(=CCC6C5CCC5(C)C6CC(OC6OC(COC7OC(COC8OC(CO)C(O)C(O)C8O)C(O)C(O)C7O)C(O)C(O)C6O)C5C(C)=O)C4)C(O)C3OC)CC2OC)OC(C)C1OC(=O)C=C(C)C,sweet
COC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(=CCC6C5CCC5(C)C6CC(OC6OC(COC7OC(COC8OC(CO)C(O)C(O)C8O)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)C5C(C)=O)C4)C(O)C3OC)CC2OC)OC(C)C1OC(=O)C=C(C)C,sweet
COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CCC5(C)C(=CCC6C5CCC5(C)C6CC(OC6OC(COC7OC(COC8OC(CO)C(O)C(O)C8O)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)C5C(C)=O)C4)C(O)C3OC)OC2C)OC(C)C1OC(=O)C=C(C)C,sweet
COC1CC(OC2C(C)OC(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC(OC5OC(COC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4C(C)=O)C3)C(O)C2OC)OC(C)C1OC1CC(O)C(OC(=O)C=C(C)C)C(C)O1,sweet
COC1CC(OC2C(C)OC(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4C(C)=O)C3)C(O)C2OC)OC(C)C1OC1CC(O)C(OC(=O)C=C(C)C)C(C)O1,sweet
COC1CC(OC2C(C)OC(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC(OC5OC(COC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4C(C)=O)C3)C(O)C2OC)OC(C)C1OC1CC(O)C(OC(=O)C=C(C)C)C(C)O1,sweet
COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CCC5(C)C(=CCC6C5CCC5(C)C6CC(OC6OC(COC7OC(CO)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)C5C(C)=O)C4)C(O)C3OC)OC2C)OC(C)C1OC(=O)C=C(C)C,sweet
COc1cc2c(cc1OC)CN(C)CCc1cc3c(cc1C(=O)C2)OCO3,bitter
C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)OC(OC(=O)C(C)=CCCC(C)=CCO)CC21,bitter
Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,sweet
COc1cc2ccc(=O)oc2c(O)c1O,bitter
COc1cc2ccc(=O)oc2c(O)c1OC,bitter
COc1cc2oc(=O)ccc2c(OC)c1O,bitter
C=C1C(=O)OC2CC(C)C(C(O)CC(C)OC(C)=O)=CCC12,bitter
O=C(O)C1OC(O)C(O)C(O)C1O,sour
CC1(C)CCCC2(C)C1CCC1(C=O)C(O)CC(C=O)=CCC21,undefined
COc1cc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc(OC)c1OC,bitter
COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1C=CC2(O)CO,bitter
OCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,bitter
C/C(=C\CO)CCC1=C(CO)CC(OC2OCC(O)C(O)C2O)C2C(C)(CO)CCCC12C,sweet
C/C(=C\CO)CCC1=C(CO)CC(OC2OCC(O)C(O)C2O)C2C(C)(CO)CC(O)CC12C,undefined
C/C(=C\CO)CCC1C(C)(O)CC(OC2OCC(O)C(O)C2O)C2C(C)(CO)CCCC12C,bitter
C/C(=C\CO)CCC1C(C)(O)CC(OC2OCC(O)C(O)C2O)C2C(C)(C)CC(O)CC21C,sweet
CC(=O)/C=C/C1=C(CC/C(C)=C/CO)C2(C)CCCC(C)(CO)C2C(OC2OCC(O)C(O)C2O)C1,bitter
CC1=C2C(O)C3C(CC(C)C2CC1=O)OC(=O)C3C,bitter
C=CC1C(OC2OC(COC(C)=O)C(OC(=O)c3cccc(OC4OC(CO)C(O)C(O)C4O)c3O)C(OC(C)=O)C2OC(C)=O)OC=C2C(=O)OCCC21O,bitter
C=CC12CN(C)C3C4COC(CC41)C1(C(=O)Nc4ccccc41)C32,bitter
O=c1c(-c2ccc(O)cc2)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,sweet
O=C(O)c1cc(O)ccc1O,sweet
CC(=O)OCC1OC(OC2OC=C3C(=O)OCCC3(O)C2C2CO2)C(OC(C)=O)C(OC(C)=O)C1OC(=O)c1cccc(OC2OC(CO)C(O)C(O)C2O)c1O,bitter
O=C1OC2C3COC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC2C(OC(=O)c2cc(O)c(O)c4c2C2C1=CC(=O)C(O)(O4)C2(O)O)C(OC(=O)c1cc(O)c(O)c(O)c1)O3,undefined
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,sour
CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C,sweet
CC(=O)OC1CCC2(C)C1CCC1(C)C2CCC2C3(C)CCCC(C)(C)C3CCC21C,bitter
CCC(C)(O)C(=O)OC1C(=O)OC2CC3C(C)=CC(=O)C(O)C3(C)C3C4(O)OCC23C1C(C)C4O,bitter
CC1=CC(O)C(O)C2(C)C1CC1OC(=O)C(O)C3C(C)C(O)C4(O)OCC13C42,bitter
CC(=O)OC1C(=O)C2(C)C(CCC3(C)C(c4ccoc4)OC(=O)C4OC432)C23COC(=O)CC2OC(C)(C)C13,bitter
C=C(C)C(=O)OC1CC(C)(OC(C)=O)C(=O)CCC2(C)OC2C2OC(=O)C(COC(C)=O)=C12,bitter
CC(=O)OC1CC2(C)OC23CC=C(C)C3C2OC(=O)C(C)C12,bitter
O=C(C=Cc1ccccc1)OCC12OC1C(O)C1C=COC(OC3OC(CO)C(O)C(O)C3O)C12,bitter
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC=O)CC2,bitter
O=C(O)C=Cc1ccc(OC2OC(CO)C(O)C(O)C2O)c(O)c1,undefined
C=CCCC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O,bitter
O=S(=O)(O)ON=C(CCc1ccccc1)SC1OC(CO)C(O)C(O)C1O,bitter
CC1OC(Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)C(O)C(O)C1O,sweet
Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,sweet
COc1cc2c(cc1O)CC[n+]1cc3c4c(ccc3cc1-2)OCO4,bitter
O=c1c(OC2OC(CO)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,bitter
CC(C)CNC(=O)C=CC=CCCCCCCC=Cc1ccc2c(c1)OCO2,undefined
CC=C(C)C(=O)OC1C(O)C2(COC(C)=O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,sweet
C/C=C(\C)C(=O)OC1CC2C(CC=C3CC(OC4CC(OC)C(OC5CC(OC)C(OC6OC(C)C(O)C(OC)C6O)C(C)O5)C(C)O4)CCC32C)C2(O)CCC(C(C)=O)C12C,bitter
C/C=C(\C)C(=O)OC1CC2C(CC=C3CC(O)CCC32C)C2(O)CCC(C(C)=O)C12C,bitter
COc1ccc2c(c1)[nH]c1c(C)nccc12,bitter
CC1(OC(=O)C=Cc2ccccc2)CC(O)C2(O)C=COC(OC3OC(CO)C(O)C(O)C3O)C12,bitter
CCC=CCC=CCCC=CC=CC(=O)NCC(C)C,undefined
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1,bitter
CCCC=CCCCCC=CC(=O)NCC(C)C,undefined
COc1cc(CNC(=O)CCCCCC=CC(C)C)ccc1O,undefined
COc1cc(CNC(=O)CCCCCCCC(C)C)ccc1O,sour
O=C(O)Cc1cc(O)ccc1O,undefined
CC1OC(OC2C(=O)c3c(O)cc(O)cc3OC2c2ccc(O)c(O)c2)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,sweet
CC(C)=CCC1=C(O)C(C(=O)CC(C)C)=C(O)C1O,bitter
CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,bitter
COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3,bitter
CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,bitter
Oc1ccc(O)cc1,sweet
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccc(O)cc34)C21,bitter
CC=CC=CC=CCCC=CC=CC(=O)NCC(C)(C)O,undefined
C=C(CO)C(=O)OC1CC23OC2CCC(=CC2OC(=O)C(=C)C21)COC3O,bitter
CC=CCCC=CCCC=CC=CC(=O)NCC(C)(C)O,undefined
CC(=O)CC1CCCN1C,undefined
CC(=CCO)COC1OC(CO)C(O)C(OC(=O)Cc2ccc(O)cc2)C1OC(=O)Cc1ccc(O)cc1,bitter
